date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200330,0,Alashanmeng,44.0,0.35,0.35,5.0,7.0,103.0,111.0,93.0,107.0,44.0,51.0,18.0,20.0,6.0,7.0
20200330,0,Ankang,28.0,0.4,0.35,18.0,11.0,21.0,90.0,55.0,85.0,28.0,15.0,15.0,9.0,4.0,5.0
20200330,0,Anqing,24.0,0.42,0.5,18.0,19.0,65.0,76.0,65.0,68.0,15.0,20.0,17.0,19.0,10.0,6.0
20200330,0,Anshan,66.0,0.88,0.85,26.0,24.0,68.0,105.0,77.0,96.0,81.0,67.0,38.0,25.0,16.0,17.0
20200330,0,Anshun,20.0,0.4,0.4,14.0,13.0,28.0,44.0,32.0,36.0,16.0,13.0,14.0,11.0,11.0,12.0
20200330,0,Anyang,74.0,0.73,0.67,36.0,37.0,44.0,115.0,76.0,100.0,53.0,74.0,54.0,45.0,7.0,10.0
20200330,0,Baicheng,60.0,0.8,0.75,15.0,15.0,56.0,88.0,71.0,81.0,70.0,64.0,42.0,39.0,10.0,8.0
20200330,0,Baise,12.0,0.55,0.65,9.0,14.0,39.0,43.0,27.0,37.0,7.0,31.0,4.0,13.0,5.0,8.0
20200330,0,Baishan,62.0,1.05,0.8,38.0,19.0,28.0,95.0,55.0,90.0,74.0,56.0,27.0,17.0,14.0,14.0
20200330,0,Baiyin,86.0,0.7,0.85,53.0,30.0,29.0,98.0,66.0,91.0,122.0,81.0,42.0,28.0,14.0,25.0
20200330,0,Baoding,62.0,0.38,0.57,21.0,38.0,79.0,112.0,93.0,96.0,74.0,77.0,44.0,42.0,10.0,15.0
20200330,0,Baoji,54.0,0.47,0.43,27.0,22.0,42.0,85.0,59.0,74.0,41.0,28.0,38.0,24.0,6.0,5.0
20200330,0,Baoshan,52.0,0.65,0.7,9.0,9.0,113.0,167.0,131.0,149.0,54.0,64.0,32.0,46.0,6.0,6.0
20200330,0,Baotou,81.0,1.52,0.94,85.0,34.0,4.0,107.0,54.0,93.0,111.0,71.0,59.0,48.0,15.0,14.0
20200330,0,Bayannur,52.0,0.5,0.8,16.0,18.0,71.0,108.0,87.0,100.0,54.0,75.0,18.0,43.0,7.0,10.0
20200330,0,Bazhong,27.0,0.73,0.6,27.0,14.0,3.0,61.0,29.0,54.0,27.0,14.0,16.0,8.0,3.0,3.0
20200330,0,Beihai,44.0,0.67,0.5,17.0,15.0,12.0,70.0,42.0,63.0,33.0,42.0,31.0,19.0,11.0,9.0
20200330,0,Beijing,99.0,0.83,0.54,52.0,38.0,37.0,109.0,73.0,97.0,98.0,72.0,74.0,45.0,8.0,7.0
20200330,0,Bengbu,26.0,0.38,0.42,35.0,24.0,48.0,86.0,62.0,77.0,26.0,47.0,18.0,21.0,17.0,16.0
20200330,0,Benxi,58.0,0.93,1.2,35.0,34.0,49.0,98.0,63.0,92.0,66.0,70.0,37.0,32.0,15.0,21.0
20200330,0,Bijie,14.0,0.45,0.45,13.0,18.0,38.0,41.0,38.0,38.0,13.0,11.0,10.0,7.0,5.0,9.0
20200330,0,Binzhou,87.0,1.17,0.83,68.0,50.0,30.0,113.0,67.0,107.0,123.0,73.0,64.0,38.0,27.0,32.0
20200330,0,Bozhou,55.0,0.2,0.3,14.0,16.0,56.0,107.0,70.0,90.0,60.0,59.0,38.0,36.0,5.0,6.0
20200330,0,Cangzhou,73.0,0.6,0.83,20.0,31.0,83.0,119.0,94.0,112.0,87.0,75.0,53.0,37.0,11.0,22.0
20200330,0,Changchun,56.0,0.52,0.61,24.0,24.0,83.0,96.0,84.0,88.0,62.0,63.0,34.0,30.0,8.0,10.0
20200330,0,Changde,29.0,0.75,0.73,12.0,10.0,54.0,76.0,65.0,71.0,20.0,13.0,20.0,14.0,2.0,3.0
20200330,0,Changsha,26.0,0.62,0.62,17.0,18.0,44.0,61.0,44.0,53.0,13.0,10.0,18.0,12.0,4.0,4.0
20200330,0,Changzhi,75.0,0.82,0.62,25.0,25.0,64.0,126.0,85.0,114.0,77.0,64.0,55.0,34.0,12.0,14.0
20200330,0,Changzhou,43.0,0.68,0.6,40.0,35.0,37.0,64.0,46.0,58.0,43.0,37.0,26.0,18.0,7.0,7.0
20200330,0,Chaoyang,61.0,1.13,0.93,26.0,20.0,72.0,97.0,79.0,90.0,71.0,58.0,39.0,26.0,17.0,11.0
20200330,0,Chaozhou,55.0,0.75,0.7,17.0,14.0,46.0,74.0,52.0,67.0,47.0,33.0,39.0,18.0,14.0,8.0
