date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200101,0,Alashanmeng,125.0,0.85,0.8,37.0,25.0,39.0,73.0,33.0,65.0,92.0,49.0,95.0,40.0,14.0,14.0
20200101,0,Ankang,54.0,0.5,0.75,18.0,20.0,45.0,65.0,42.0,60.0,55.0,91.0,38.0,81.0,9.0,10.0
20200101,0,Anqing,43.0,0.48,0.55,33.0,25.0,43.0,74.0,51.0,67.0,43.0,58.0,22.0,40.0,10.0,8.0
20200101,0,Anshan,61.0,1.65,1.35,45.0,37.0,20.0,59.0,28.0,53.0,72.0,54.0,35.0,29.0,24.0,21.0
20200101,0,Anshun,29.0,0.53,0.63,6.0,14.0,53.0,54.0,39.0,39.0,22.0,19.0,20.0,15.0,10.0,16.0
20200101,0,Anyang,62.0,0.73,0.53,46.0,31.0,22.0,60.0,36.0,54.0,74.0,62.0,37.0,23.0,12.0,12.0
20200101,0,Baicheng,53.0,0.6,0.5,10.0,12.0,56.0,66.0,48.0,63.0,56.0,42.0,29.0,20.0,11.0,10.0
20200101,0,Baise,62.0,1.0,1.2,38.0,30.0,14.0,59.0,33.0,50.0,73.0,90.0,39.0,55.0,9.0,9.0
20200101,0,Baishan,70.0,1.7,1.25,44.0,26.0,13.0,65.0,23.0,52.0,89.0,66.0,49.0,36.0,16.0,20.0
20200101,0,Baiyin,79.0,1.1,1.3,42.0,49.0,32.0,61.0,30.0,46.0,89.0,98.0,58.0,54.0,86.0,93.0
20200101,0,Baoding,96.0,1.47,0.88,66.0,45.0,6.0,49.0,12.0,42.0,139.0,76.0,72.0,37.0,31.0,20.0
20200101,0,Baoji,123.0,1.14,0.83,49.0,43.0,8.0,36.0,13.0,32.0,111.0,78.0,93.0,52.0,11.0,12.0
20200101,0,Baoshan,40.0,0.65,0.6,21.0,18.0,29.0,86.0,50.0,69.0,13.0,31.0,28.0,30.0,5.0,6.0
20200101,0,Baotou,119.0,3.74,2.26,74.0,57.0,8.0,29.0,10.0,23.0,122.0,85.0,90.0,60.0,32.0,28.0
20200101,0,Bayannur,100.0,1.2,1.35,49.0,39.0,13.0,38.0,14.0,33.0,124.0,109.0,75.0,56.0,31.0,33.0
20200101,0,Bazhong,69.0,0.77,0.97,31.0,30.0,13.0,33.0,24.0,29.0,62.0,94.0,50.0,74.0,3.0,4.0
20200101,0,Beihai,94.0,1.33,1.37,24.0,24.0,64.0,99.0,72.0,85.0,99.0,108.0,70.0,75.0,11.0,11.0
20200101,0,Beijing,54.0,0.73,0.54,53.0,38.0,5.0,40.0,8.0,31.0,57.0,36.0,31.0,21.0,5.0,5.0
