date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20180107,0,Alashanmeng,56.0,0.5329999999999999,0.867,9.0,14.0,72.0,82.0,72.0,72.0,55.0,81.0,39.0,61.0,9.0,12.0
20180107,0,Ankang,38.0,0.9,0.733,27.0,17.0,28.0,76.0,45.0,72.0,34.0,20.0,26.0,15.0,10.0,7.0
20180107,0,Anqing,93.0,1.05,0.825,34.0,41.0,80.0,85.0,73.0,75.0,77.0,69.0,69.0,70.0,8.0,10.0
20180107,0,Anshan,71.0,1.943,1.914,58.0,49.0,14.0,58.0,22.0,44.0,81.0,73.0,51.0,46.0,42.0,56.0
20180107,0,Anshun,71.0,0.8,0.5,19.0,11.0,14.0,80.0,48.0,69.0,73.0,22.0,51.0,16.0,20.0,18.0
20180107,0,Anyang,106.0,1.24,1.48,30.0,42.0,50.0,76.0,62.0,68.0,82.0,131.0,79.0,112.0,14.0,21.0
20180107,0,Baicheng,39.0,0.3,0.75,23.0,27.0,62.0,56.0,63.0,71.0,38.0,39.0,16.0,19.0,10.0,14.0
20180107,0,Baise,33.0,1.85,1.95,32.0,28.0,6.0,22.0,5.0,15.0,30.0,27.0,23.0,20.0,26.0,25.0
20180107,0,Baishan,116.0,2.1,1.85,59.0,50.0,12.0,64.0,17.0,47.0,127.0,113.0,87.0,77.0,62.0,65.0
20180107,0,Baiyin,73.0,0.55,0.85,7.0,13.0,74.0,76.0,74.0,75.0,93.0,92.0,30.0,54.0,9.0,11.0
20180107,0,Baoding,224.0,2.55,2.467,101.0,87.0,11.0,42.0,16.0,32.0,220.0,191.0,173.0,138.0,77.0,43.0
20180107,0,Baoji,170.0,1.825,1.5630000000000002,54.0,40.0,27.0,66.0,42.0,54.0,95.0,96.0,128.0,93.0,15.0,21.0
20180107,0,Baoshan,57.0,0.55,0.65,9.0,14.0,55.0,84.0,66.0,78.0,62.0,41.0,13.0,16.0,7.0,9.0
20180107,0,Baotou,71.0,1.02,2.283,19.0,51.0,44.0,40.0,15.0,16.0,78.0,111.0,51.0,67.0,17.0,35.0
20180107,0,Bayannur,36.0,0.3670000000000001,0.8,14.0,26.0,65.0,68.0,57.0,57.0,35.0,58.0,21.0,36.0,9.0,23.0
20180107,0,Bazhong,30.0,0.825,0.9,23.0,19.0,22.0,39.0,28.0,34.0,29.0,25.0,18.0,14.0,4.0,4.0
20180107,0,Beihai,40.0,1.55,1.575,24.0,23.0,5.0,20.0,8.0,15.0,30.0,39.0,28.0,30.0,9.0,8.0
20180107,0,Beijing,60.0,0.975,0.583,67.0,39.0,9.0,60.0,18.0,53.0,68.0,29.0,41.0,16.0,8.0,5.0
20180107,0,Bengbu,148.0,1.133,1.35,36.0,46.0,69.0,107.0,81.0,90.0,129.0,146.0,113.0,131.0,21.0,32.0
20180107,0,Benxi,88.0,1.817,2.883,52.0,54.0,8.0,41.0,15.0,27.0,124.0,164.0,58.0,89.0,54.0,68.0
20180107,0,Bijie,15.0,1.35,1.75,21.0,26.0,15.0,80.0,20.0,43.0,9.0,43.0,6.0,27.0,8.0,12.0
20180107,0,Binzhou,76.0,1.467,1.5,76.0,66.0,9.0,65.0,27.0,48.0,71.0,113.0,55.0,85.0,69.0,42.0
20180107,0,Bozhou,122.0,1.15,1.1,37.0,41.0,66.0,87.0,63.0,77.0,100.0,160.0,92.0,139.0,24.0,22.0
20180107,0,Cangzhou,124.0,2.9330000000000003,2.4330000000000003,87.0,82.0,3.0,52.0,11.0,34.0,124.0,148.0,93.0,113.0,100.0,66.0
