date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20180116,0,Alashanmeng,60.0,0.6,0.7,14.0,18.0,87.0,96.0,87.0,93.0,67.0,76.0,35.0,40.0,10.0,14.0
20180116,0,Ankang,186.0,1.933,1.567,56.0,54.0,16.0,22.0,13.0,17.0,165.0,156.0,140.0,117.0,30.0,28.0
20180116,0,Anqing,135.0,1.45,1.025,142.0,106.0,32.0,90.0,34.0,66.0,161.0,122.0,102.0,82.0,22.0,17.0
20180116,0,Anshan,62.0,2.043,1.286,58.0,36.0,14.0,55.0,20.0,46.0,71.0,52.0,43.0,27.0,72.0,34.0
20180116,0,Anshun,32.0,0.75,0.7,21.0,18.0,25.0,72.0,34.0,63.0,26.0,74.0,22.0,57.0,32.0,22.0
20180116,0,Anyang,433.0,4.28,4.7,111.0,106.0,15.0,26.0,14.0,22.0,448.0,412.0,398.0,376.0,129.0,70.0
20180116,0,Baicheng,35.0,0.15,0.25,24.0,26.0,48.0,72.0,46.0,64.0,33.0,47.0,24.0,36.0,14.0,13.0
20180116,0,Baise,111.0,1.6,1.5,46.0,36.0,14.0,84.0,35.0,64.0,124.0,127.0,83.0,96.0,19.0,28.0
20180116,0,Baishan,89.0,1.65,1.25,53.0,34.0,11.0,75.0,20.0,60.0,89.0,64.0,66.0,44.0,50.0,37.0
20180116,0,Baiyin,119.0,0.95,0.9,35.0,25.0,31.0,80.0,52.0,71.0,185.0,151.0,40.0,57.0,153.0,58.0
20180116,0,Baoding,177.0,3.15,2.333,91.0,91.0,8.0,37.0,10.0,31.0,191.0,173.0,133.0,119.0,49.0,28.0
20180116,0,Baoji,160.0,1.713,2.313,68.0,78.0,10.0,73.0,22.0,36.0,167.0,242.0,121.0,188.0,14.0,19.0
20180116,0,Baoshan,58.0,0.55,0.7,9.0,17.0,77.0,108.0,90.0,99.0,42.0,51.0,40.0,35.0,10.0,15.0
20180116,0,Baotou,133.0,0.7829999999999999,2.267,25.0,56.0,59.0,78.0,66.0,66.0,214.0,171.0,28.0,72.0,12.0,48.0
20180116,0,Bayannur,99.0,0.7,0.633,25.0,23.0,54.0,90.0,66.0,80.0,146.0,144.0,52.0,37.0,10.0,15.0
